Genus,Group,Family,Source
Triteleiopsis,A,Asparagaceae,APG4
Trithecanthera,A,Loranthaceae,APG4
Trithrinax,A,Arecaceae,APG4
Trithuria,A,Hydatellaceae,APG4
Triticale X,A,Poaceae,APG4
Triticosecale X,A,Poaceae,APG4
Triticum,A,Poaceae,APG4
Tritihaynaldia X,A,Poaceae,APG4
Tritillaria,A,Liliaceae,APG4
Tritisecale X,A,Poaceae,APG4
Trititrigia X,A,Poaceae,APG4
Tritoma,A,Asphodelaceae,APG4
Tritomodon,A,Ericaceae,APG4
Tritomopterys,A,Malpighiaceae,APG4
Tritonia,A,Iridaceae,APG4
Tritoniopsis,A,Iridaceae,APG4
Tritordeum X,A,Poaceae,APG4
Triumfetta,A,Malvaceae,APG4
Triumfettoides,A,Malvaceae,APG4
Triunia,A,Proteaceae,APG4
Triunila,A,Poaceae,APG4
Triuranthera,A,Melastomataceae,APG4
Triuridopsis,A,Triuridaceae,APG4
Triuris,A,Triuridaceae,APG4
Triurocodon,A,Burmanniaceae,APG4
Trivalvaria,A,Annonaceae,APG4
Trivolvulus,A,Convolvulaceae,APG4
Trixago,A,Scrophulariaceae,APG4
Trixapias,A,Lentibulariaceae,APG4
Trixis,A,Asteraceae,APG4
Trixostis,A,Poaceae,APG4
Trizeuxis,A,Orchidaceae,APG4
Trocdaris,A,Apiaceae,APG4
Trochantha,A,Celastraceae,APG4
Trochera,A,Poaceae,APG4
Trochetia,A,Malvaceae,APG4
Trochetiopsis,A,Malvaceae,APG4
Trochilocactus,A,Cactaceae,APG4
Trochisandra,A,Centroplacaceae,APG4
Trochiscanthes,A,Apiaceae,APG4
Trochiscus,A,Brassicaceae,APG4
Trochocarpa,A,Ericaceae,APG4
Trochocephalus,A,Caprifoliaceae,APG4
Trochocodon,A,Campanulaceae,APG4
Trochodendron,A,Trochodendraceae,APG4
Trochomeria,A,Cucurbitaceae,APG4
Trochomeriopsis,A,Cucurbitaceae,APG4
Trochopteris,F,Anemiaceae,TPL
Trochoseris,A,Asteraceae,APG4
Trochostigma,A,Actinidiaceae,APG4
Troglophyton,A,Asteraceae,APG4
Trogostolon,F,Davalliaceae,TPL
Trollius,A,Ranunculaceae,APG4
Trommsdorffia,A,Asteraceae,APG4
Tromotriche,A,Apocynaceae,APG4
Trompettia,A,Solanaceae,APG4
Tromsdorffia,A,Gesneriaceae,APG4
Troostwykia,A,Connaraceae,APG4
Tropaeastrum,A,Tropaeolaceae,APG4
Tropaeolum,A,Tropaeolaceae,APG4
Tropalanthe,A,Sapotaceae,APG4
Tropentis,A,Apiaceae,APG4
Trophaeastrum,A,Tropaeolaceae,APG4
Trophaeum,A,Tropaeolaceae,APG4
Trophianthus,A,Orchidaceae,APG4
Trophis,A,Moraceae,APG4
Trophisomia,A,Moraceae,APG4
Tropidia,A,Orchidaceae,APG4
Tropidocarpum,A,Brassicaceae,APG4
Tropidococcus,A,Malvaceae,APG4
Tropidolepis,A,Asteraceae,APG4
Tropidopetalum,A,Anacardiaceae,APG4
Tropilis,A,Orchidaceae,APG4
Tropitoma,A,Fabaceae,APG4
Trouettia,A,Sapotaceae,APG4
Troximon,A,Asteraceae,APG4
Troxirum,A,Piperaceae,APG4
Trozelia,A,Solanaceae,APG4
Trudelia,A,Orchidaceae,APG4
Truellum,A,Polygonaceae,APG4
Trujanoa,A,Anacardiaceae,APG4
Trukia,A,Rubiaceae,APG4
Trungboa,A,Scrophulariaceae,APG4
Trybliocalyx,A,Acanthaceae,APG4
Trychinolepis,A,Asteraceae,APG4
Tryginia,A,Melastomataceae,APG4
Trymalium,A,Rhamnaceae,APG4
Trymatococcus,A,Moraceae,APG4
Tryonella,F,Pteridaceae,TPL
Tryonia,F,Pteridaceae,TPL
Tryphane,A,Caryophyllaceae,APG4
Tryphia,A,Orchidaceae,APG4
Tryphostemma,A,Passifloraceae,APG4
Tryptomene,A,Myrtaceae,APG4
Tryssophyton,A,Melastomataceae,APG4
Tsaiodendron,A,Euphorbiaceae,APG4
Tsaiorchis,A,Orchidaceae,APG4
Tschompskia,A,Poaceae,APG4
Tschulaktavia,A,Apiaceae,APG4
Tsebona,A,Sapotaceae,APG4
Tsiangia,A,Rubiaceae,APG4
Tsimatimia,A,Clusiaceae,APG4
Tsingya,A,Sapindaceae,APG4
Tsiorchis,A,Orchidaceae,APG4
Tsjeracanarinam,A,Olacaceae,APG4
Tsoala,A,Solanaceae,APG4
Tsoongia,A,Lamiaceae,APG4
Tsoongiodendron,A,Magnoliaceae,APG4
Tsuga,G,Pinaceae,Apweb
Tsusiophyllum,A,Ericaceae,APG4
Tubaecum X,A,Orchidaceae,APG4
Tubella,A,Orchidaceae,APG4
Tuberaria,A,Cistaceae,APG4
Tuberculocarpus,A,Asteraceae,APG4
Tuberolabium,A,Orchidaceae,APG4
Tuberostyles,A,Asteraceae,APG4
Tuberostylis,A,Asteraceae,APG4
Tubiflora,A,Acanthaceae,APG4
Tubilabium,A,Orchidaceae,APG4
Tubilium,A,Asteraceae,APG4
Tubocapsicum,A,Solanaceae,APG4
Tubocytisus,A,Fabaceae,APG4
Tuchiroa,A,Fabaceae,APG4
Tuckerara X,A,Orchidaceae,APG4
Tuckermannia,A,Asteraceae,APG4
Tucma,A,Iridaceae,APG4
Tuctoria,A,Poaceae,APG4
Tuerckheimocharis,A,Scrophulariaceae,APG4
Tugarinovia,A,Asteraceae,APG4
Tula,A,Solanaceae,APG4
Tulakenia,A,Asteraceae,APG4
Tulasneantha,A,Podostemaceae,APG4
Tulbaghia,A,Amaryllidaceae,APG4
Tulearia,A,Rubiaceae,APG4
Tulestea,A,Sapotaceae,APG4
Tulexis,A,Orchidaceae,APG4
Tulipa,A,Liliaceae,APG4
Tulisma,A,Gesneriaceae,APG4
Tulista,A,Asphodelaceae,APG4
Tullia,A,Lamiaceae,APG4
Tulotis,A,Orchidaceae,APG4
Tumalis,A,Euphorbiaceae,APG4
Tumamoca,A,Cucurbitaceae,APG4
Tumboa,G,Welwitschiaceae,Apweb
Tumidinodus,A,Gesneriaceae,APG4
Tumion,G,Taxaceae,Apweb
Tumionella,A,Asteraceae,APG4
Tunaria,A,Polemoniaceae,APG4
Tunas,A,Cactaceae,APG4
Tunatea,A,Fabaceae,APG4
Tunica,A,Caryophyllaceae,APG4
Tunilla,A,Cactaceae,APG4
Tupa,A,Campanulaceae,APG4
Tupeia,A,Loranthaceae,APG4
Tupeianthus,A,Thymelaeaceae,APG4
Tupidanthus,A,Araliaceae,APG4
Tupistra,A,Asparagaceae,APG4
Turanecio,A,Asteraceae,APG4
Turanga,A,Salicaceae,APG4
Turania,A,Amaranthaceae,APG4
Turaniphytum,A,Asteraceae,APG4
Turbina,A,Convolvulaceae,APG4
Turbinicarpus,A,Cactaceae,APG4
Turbiniphora X,A,Cactaceae,APG4
Turbitha,A,Apiaceae,APG4
Turczaninoviella,A,Apiaceae,APG4
Turczaninowia,A,Asteraceae,APG4
Turgenia,A,Apiaceae,APG4
Turgeniopsis,A,Apiaceae,APG4
Turgosea,A,Crassulaceae,APG4
Turia,A,Cucurbitaceae,APG4
Turnera,A,Passifloraceae,APG4
Turpethum,A,Convolvulaceae,APG4
Turpinia,A,Staphyleaceae,APG4
Turraea,A,Meliaceae,APG4
Turraeanthus,A,Meliaceae,APG4
Turraya,A,Poaceae,APG4
Turricula,A,Boraginaceae,APG4
Turrigera,A,Apocynaceae,APG4
Turrillia,A,Proteaceae,APG4
Turrita,A,Brassicaceae,APG4
Turritis,A,Brassicaceae,APG4
Tursenia,A,Asteraceae,APG4
Tursitis,A,Scrophulariaceae,APG4
Turukhania,A,Fabaceae,APG4
Tussaca,A,Orchidaceae,APG4
Tussacia,A,Gesneriaceae,APG4
Tussilago,A,Asteraceae,APG4
Tutcheria,A,Theaceae,APG4
Tutuca,A,Ericaceae,APG4
Tuxtla,A,Asteraceae,APG4
Tuyamaea,A,Linderniaceae,APG4
Tweedia,A,Apocynaceae,APG4
Twisselmannia,A,Brassicaceae,APG4
Tydaea,A,Gesneriaceae,APG4
Tylachium,A,Capparaceae,APG4
Tylanthera,A,Melastomataceae,APG4
Tylanthus,A,Rhamnaceae,APG4
Tylecarpus,A,Stemonuraceae,APG4
Tylecodon,A,Crassulaceae,APG4
Tyleria,A,Ochnaceae,APG4
Tyleropappus,A,Asteraceae,APG4
Tylloma,A,Asteraceae,APG4
Tylocarya,A,Cyperaceae,APG4
Tylochilus,A,Orchidaceae,APG4
Tylodontia,A,Apocynaceae,APG4
Tyloglossa,A,Acanthaceae,APG4
Tylopetalum,A,Menispermaceae,APG4
Tylophora,A,Apocynaceae,APG4
Tylophoropsis,A,Apocynaceae,APG4
Tylopsacas,A,Gesneriaceae,APG4
Tylosema,A,Fabaceae,APG4
Tylosepalum,A,Euphorbiaceae,APG4
Tylostemon,A,Lauraceae,APG4
Tylostigma,A,Orchidaceae,APG4
Tylostylis,A,Orchidaceae,APG4
Tylothrasya,A,Poaceae,APG4
Tynanthus,A,Bignoniaceae,APG4
Tynnanthus,A,Bignoniaceae,APG4
Tynus,A,Caprifoliaceae,APG4
Typha,A,Typhaceae,APG4
Typhalea,A,Malvaceae,APG4
Typhoides,A,Poaceae,APG4
Typhonium,A,Araceae,APG4
Typhonodorum,A,Araceae,APG4
Tyrbastes,A,Restionaceae,APG4
Tyria,A,Euphorbiaceae,APG4
Tyrimnus,A,Asteraceae,APG4
Tyrtamia,A,Vitaceae,APG4
Tysonia,A,Boraginaceae,APG4
Tytthostemma,A,Caryophyllaceae,APG4
Tzellemtinia,A,Phyllanthaceae,APG4
Tzeltalia,A,Solanaceae,APG4
Tzvelevia,A,Poaceae,APG4
Tzveleviochloa,A,Poaceae,APG4
Tzvelevopyrethrum,A,Asteraceae,APG4
Uapaca,A,Phyllanthaceae,APG4
Ubiaea,A,Asteraceae,APG4
Ubium,A,Dioscoreaceae,APG4
Ubochea,A,Verbenaceae,APG4
Ucriana,A,Rubiaceae,APG4
Udani,A,Combretaceae,APG4
Udora,A,Hydrocharitaceae,APG4
Uebelinia,A,Caryophyllaceae,APG4
Uebelmannia,A,Cactaceae,APG4
Uechtritzia,A,Asteraceae,APG4
Ugamia,A,Asteraceae,APG4
Ugena,F,Lygodiaceae,TPL
Ugni,A,Myrtaceae,APG4
Uhdea,A,Asteraceae,APG4
Uitenia,A,Sapindaceae,APG4
Uittienia,A,Fabaceae,APG4
Uladendron,A,Malvaceae,APG4
Ulantha,A,Orchidaceae,APG4
Ulbrichia,A,Malvaceae,APG4
Uldinia,A,Araliaceae,APG4
Uleanthus,A,Fabaceae,APG4
Ulearum,A,Araceae,APG4
Uleiorchis,A,Orchidaceae,APG4
Uleodendron,A,Moraceae,APG4
Uleophytum,A,Asteraceae,APG4
Ulex,A,Fabaceae,APG4
Ulina,A,Asteraceae,APG4
Ulleria,A,Acanthaceae,APG4
Ulloa,A,Solanaceae,APG4
Ullucus,A,Basellaceae,APG4
Ulmaria,A,Rosaceae,APG4
Ulmarronia,A,Boraginaceae,APG4
Ulmus,A,Ulmaceae,APG4
Ulostoma,A,Gentianaceae,APG4
Ulticona,A,Solanaceae,APG4
Ultragossypium,A,Malvaceae,APG4
Ulugbekia,A,Boraginaceae,APG4
Umbellifera,A,Apiaceae,APG4
Umbellularia,A,Lauraceae,APG4
Umbilicus,A,Crassulaceae,APG4
Umtiza,A,Fabaceae,APG4
Unamia,A,Asteraceae,APG4
Uncaria,A,Rubiaceae,APG4
Uncarina,A,Pedaliaceae,APG4
Uncariopsis,A,Rubiaceae,APG4
Uncifera,A,Orchidaceae,APG4
Uncinaria,A,Rubiaceae,APG4
Uncinia,A,Cyperaceae,APG4
Unedo,A,Ericaceae,APG4
Ungeria,A,Malvaceae,APG4
Ungernia,A,Amaryllidaceae,APG4
Ungnadia,A,Sapindaceae,APG4
Unguacha,A,Loganiaceae,APG4
Ungula,A,Loranthaceae,APG4
Ungulipetalum,A,Menispermaceae,APG4
Unigenes,A,Campanulaceae,APG4
Uniola,A,Poaceae,APG4
Unisema,A,Pontederiaceae,APG4
Uniyala,A,Asteraceae,APG4
Unona,A,Annonaceae,APG4
Unonopsis,A,Annonaceae,APG4
Unxia,A,Asteraceae,APG4
Upopion,A,Apiaceae,APG4
Upuna,A,Dipterocarpaceae,APG4
Urachne,A,Poaceae,APG4
Uragoga,A,Rubiaceae,APG4
Uralepis,A,Poaceae,APG4
Uralepsis,A,Poaceae,APG4
Urananthus,A,Gentianaceae,APG4
Urandra,A,Stemonuraceae,APG4
Urania,A,Strelitziaceae,APG4
Uranodactylus,A,Brassicaceae,APG4
Uranthoecium,A,Poaceae,APG4
Uraria,A,Fabaceae,APG4
Urariopsis,A,Fabaceae,APG4
Uraspermum,A,Apiaceae,APG4
Urbananthus,A,Asteraceae,APG4
Urbanella,A,Sapotaceae,APG4
Urbania,A,Verbenaceae,APG4
Urbanisol,A,Asteraceae,APG4
Urbanodendron,A,Lauraceae,APG4
Urbanodoxa,A,Brassicaceae,APG4
Urbanoguarea,A,Meliaceae,APG4
Urbanolophium,A,Bignoniaceae,APG4
Urbanosciadium,A,Apiaceae,APG4
Urbinella,A,Asteraceae,APG4
Urbinia,A,Crassulaceae,APG4
Urceocharis X,A,Amaryllidaceae,APG4
Urceodiscus,A,Cucurbitaceae,APG4
Urceola,A,Apocynaceae,APG4
Urceolaria,A,Rubiaceae,APG4
Urceolina,A,Amaryllidaceae,APG4
Urechites,A,Apocynaceae,APG4
Urelytrum,A,Poaceae,APG4
Urena,A,Malvaceae,APG4
Urera,A,Urticaceae,APG4
Uretia,A,Amaranthaceae,APG4
Urginavia,A,Asparagaceae,APG4
Urginea,A,Asparagaceae,APG4
Urgineopsis,A,Asparagaceae,APG4
Uribea,A,Fabaceae,APG4
Urinaria,A,Phyllanthaceae,APG4
Urirandra,A,Aponogetonaceae,APG4
Urmenetea,A,Asteraceae,APG4
Urmenetia,A,Asteraceae,APG4
Urnularia,A,Apocynaceae,APG4
Urobotrya,A,Opiliaceae,APG4
Urocarpidium,A,Malvaceae,APG4
Urocarpus,A,Rutaceae,APG4
Urochlaena,A,Poaceae,APG4
Urochloa,A,Poaceae,APG4
Urochondra,A,Poaceae,APG4
Urodesmium,A,Melastomataceae,APG4
Urodon,A,Fabaceae,APG4
Urogentias,A,Gentianaceae,APG4
Urolepis,A,Asteraceae,APG4
Uromorus,A,Moraceae,APG4
Uromyrtus,A,Myrtaceae,APG4
Uropappus,A,Asteraceae,APG4
Uropedium,A,Orchidaceae,APG4
Uropetalon,A,Asparagaceae,APG4
Urophyllum,A,Rubiaceae,APG4
Urophysa,A,Ranunculaceae,APG4
Uroskinnera,A,Plantaginaceae,APG4
Urospatha,A,Araceae,APG4
Urospathella,A,Araceae,APG4
Urospermum,A,Asteraceae,APG4
Urostachya,A,Orchidaceae,APG4
Urostachys,F,Lycopodiaceae,TPL
Urostelma,A,Apocynaceae,APG4
Urostemon,A,Asteraceae,APG4
Urostephanus,A,Apocynaceae,APG4
Urostigma,A,Moraceae,APG4
Urostylis,A,Asteraceae,APG4
Urotheca,A,Melastomataceae,APG4
Ursia,A,Fabaceae,APG4
Ursifolium,A,Fabaceae,APG4
Ursinia,A,Asteraceae,APG4
Ursiniopsis,A,Asteraceae,APG4
Ursopuntia,A,Cactaceae,APG4
Ursulaea,A,Bromeliaceae,APG4
Urtica,A,Urticaceae,APG4
Urticastrum,A,Urticaceae,APG4
Uruparia,A,Rubiaceae,APG4
Urvillea,A,Sapindaceae,APG4
Usoricum,A,Onagraceae,APG4
Ussuria,A,Caryophyllaceae,APG4
Usteria,A,Loganiaceae,APG4
Utahia,A,Cactaceae,APG4
Utania,A,Loganiaceae,APG4
Utleria,A,Apocynaceae,APG4
Utleya,A,Ericaceae,APG4
Utricularia,A,Lentibulariaceae,APG4
Utsetela,A,Moraceae,APG4
Uva,A,Annonaceae,APG4
Uvaria,A,Annonaceae,APG4
Uvariastrum,A,Annonaceae,APG4
Uvariella,A,Annonaceae,APG4
Uvariodendron,A,Annonaceae,APG4
Uvariopsis,A,Annonaceae,APG4
Uva-ursi,A,Ericaceae,APG4
Uvedalia,A,Scrophulariaceae,APG4
Uvifera,A,Polygonaceae,APG4
Uvularia,A,Colchicaceae,APG4
Vaccaria,A,Caryophyllaceae,APG4
Vacciniopsis,A,Ericaceae,APG4
Vaccinium,A,Ericaceae,APG4
Vachellia,A,Fabaceae,APG4
Vacoparis,A,Poaceae,APG4
Vadensea,A,Icacinaceae,APG4
Vagaria,A,Amaryllidaceae,APG4
Vaginaella,A,Orchidaceae,APG4
Vaginopteris,F,Pteridaceae,TPL
Vaginularia,F,Pteridaceae,TPL
Vagnera,A,Asparagaceae,APG4
Vahadenia,A,Apocynaceae,APG4
Vahea,A,Apocynaceae,APG4
Vahlia,A,Vahliaceae,APG4
Vahlodea,A,Poaceae,APG4
Vailia,A,Apocynaceae,APG4
Vaillantia,A,Rubiaceae,APG4
Valantia,A,Rubiaceae,APG4
Valdesia,A,Melastomataceae,APG4
Valdivia,A,Escalloniaceae,APG4
Valentiana,A,Caprifoliaceae,APG4
Valentina,A,Boraginaceae,APG4
Valentiniella,A,Boraginaceae,APG4
Valenzuelia,A,Sapindaceae,APG4
Valerandia,A,Gentianaceae,APG4
Valeriana,A,Caprifoliaceae,APG4
Valerianella,A,Caprifoliaceae,APG4
Valerianoides,A,Verbenaceae,APG4
Valerioa,A,Peltantheraceae,APG4
Valerioanthus,A,Primulaceae,APG4
Valetonia,A,Icacinaceae,APG4
Valiha,A,Poaceae,APG4
Valikaha,A,Melastomataceae,APG4
Vallariopsis,A,Apocynaceae,APG4
Vallaris,A,Apocynaceae,APG4
Vallea,A,Elaeocarpaceae,APG4
Vallesia,A,Apocynaceae,APG4
Vallifilix,F,Lygodiaceae,TPL
Vallisneria,A,Hydrocharitaceae,APG4
Vallota,A,Amaryllidaceae,APG4
Valoradia,A,Plumbaginaceae,APG4
Valota,A,Poaceae,APG4
Valteta,A,Solanaceae,APG4
Valvanthera,A,Hernandiaceae,APG4
Vanalstyneara X,A,Orchidaceae,APG4
Vanasushava,A,Apiaceae,APG4
Vancampe X,A,Orchidaceae,APG4
Vanclevea,A,Asteraceae,APG4
Vancouveria,A,Berberidaceae,APG4
Vanda,A,Orchidaceae,APG4
Vandachnis X,A,Orchidaceae,APG4
Vandachostylis X,A,Orchidaceae,APG4
Vandaenopsis X,A,Orchidaceae,APG4
Vandaeranthes X,A,Orchidaceae,APG4
Vandanthe X,A,Orchidaceae,APG4
Vandasia,A,Fabaceae,APG4
Vandasina,A,Fabaceae,APG4
Vandellia,A,Fabaceae,APG4
Vandenboschia,F,Hymenophyllaceae,TPL
Vandera,A,Euphorbiaceae,APG4
Vanderystia,A,Sapotaceae,APG4
Vandewegheara X,A,Orchidaceae,APG4
Vandofinetia X,A,Orchidaceae,APG4
Vandofinides X,A,Orchidaceae,APG4
Vandoglossum X,A,Orchidaceae,APG4
Vandopsides X,A,Orchidaceae,APG4
Vandopsis X,A,Orchidaceae,APG4
Vandoritis X,A,Orchidaceae,APG4
Vanessa,A,Rubiaceae,APG4
Vanglossum X,A,Orchidaceae,APG4
Vangueria,A,Rubiaceae,APG4
Vangueriella,A,Rubiaceae,APG4
Vangueriopsis,A,Rubiaceae,APG4
Vanheerdea,A,Aizoaceae,APG4
Vanheerdia,A,Aizoaceae,APG4
Vanhouttea,A,Gesneriaceae,APG4
Vania,A,Brassicaceae,APG4
Vanieria,A,Moraceae,APG4
Vanilla,A,Orchidaceae,APG4
Vanillosma,A,Asteraceae,APG4
Vanillosmopsis,A,Asteraceae,APG4
Vaniotia,A,Gesneriaceae,APG4
Vanoverberghia,A,Zingiberaceae,APG4
Van-royena,A,Sapotaceae,APG4
Van-Royena,A,Sapotaceae,APG4
Vanroyenella,A,Podostemaceae,APG4
Vantanea,A,Humiriaceae,APG4
Vanwykia,A,Loranthaceae,APG4
Vanzijlia,A,Aizoaceae,APG4
Varasia,A,Gentianaceae,APG4
Varennea,A,Fabaceae,APG4
Vargasia,A,Asteraceae,APG4
Vargasiella,A,Orchidaceae,APG4
Varilla,A,Asteraceae,APG4
Varinga,A,Moraceae,APG4
Varnera,A,Rubiaceae,APG4
Varronia,A,Boraginaceae,APG4
Varthemia,A,Asteraceae,APG4
Vascoa,A,Fabaceae,APG4
Vasconcellea,A,Caricaceae,APG4
Vasconcellia,A,Bignoniaceae,APG4
Vasconcellosia,A,Passifloraceae,APG4
Vascostylis X,A,Orchidaceae,APG4
Vaselia,A,Ochnaceae,APG4
Vaseya,A,Poaceae,APG4
Vaseyanthus,A,Cucurbitaceae,APG4
Vaseyochloa,A,Poaceae,APG4
Vasivaea,A,Malvaceae,APG4
Vasquezia,A,Asteraceae,APG4
Vasqueziella,A,Orchidaceae,APG4
Vassilczenkoa,A,Plumbaginaceae,APG4
Vassobia,A,Solanaceae,APG4
Vatairea,A,Fabaceae,APG4
Vataireopsis,A,Fabaceae,APG4
Vateria,A,Dipterocarpaceae,APG4
Vateriopsis,A,Dipterocarpaceae,APG4
Vatica,A,Dipterocarpaceae,APG4
Vatovaea,A,Fabaceae,APG4
Vatricania,A,Cactaceae,APG4
Vauanthes,A,Crassulaceae,APG4
Vaughania,A,Fabaceae,APG4
Vaughnara X,A,Orchidaceae,APG4
Vaupeli,A,Boraginaceae,APG4
Vaupelia,A,Boraginaceae,APG4
Vaupesia,A,Euphorbiaceae,APG4
Vauquelinia,A,Rosaceae,APG4
Vausagesia,A,Ochnaceae,APG4
Vavaea,A,Meliaceae,APG4
Vavanga,A,Rubiaceae,APG4
Vavara,A,Acanthaceae,APG4
Vavilovia,A,Fabaceae,APG4
Veatchia,A,Anacardiaceae,APG4
Veconcibea,A,Euphorbiaceae,APG4
Veeresia,A,Malvaceae,APG4
Vegaea,A,Primulaceae,APG4
Veillonia,A,Arecaceae,APG4
Veitchia,A,Arecaceae,APG4
Velaea,A,Apiaceae,APG4
Velarum,A,Brassicaceae,APG4
Velascoa,A,Crossosomataceae,APG4
Veldkampia,A,Poaceae,APG4
Velezia,A,Caryophyllaceae,APG4
Vella,A,Brassicaceae,APG4
Vellasquezia,A,Polygonaceae,APG4
Velleia,A,Goodeniaceae,APG4
Vellereophyton,A,Asteraceae,APG4
Vellosiella,A,Orobanchaceae,APG4
Vellozia,A,Velloziaceae,APG4
Velloziella,A,Scrophulariaceae,APG4
Velpeaulia,A,Solanaceae,APG4
Veltheimia,A,Asparagaceae,APG4
Velvetia,A,Loranthaceae,APG4
Velvitsia,A,Orobanchaceae,APG4
Venana,A,Celastraceae,APG4
Venatris,A,Asteraceae,APG4
Vendredia,A,Asteraceae,APG4
Venegasia,A,Asteraceae,APG4
Venegazia,A,Asteraceae,APG4
Venidio-Arctotis X,A,Asteraceae,APG4
Venidium,A,Asteraceae,APG4
Ventenata,A,Poaceae,APG4
Ventenatia,A,Euphorbiaceae,APG4
Ventilago,A,Rhamnaceae,APG4
Ventricularia,A,Orchidaceae,APG4
Veprecella,A,Melastomataceae,APG4
Vepris,A,Rutaceae,APG4
Veratrilla,A,Gentianaceae,APG4
Veratrum,A,Melanthiaceae,APG4
Verbascum,A,Scrophulariaceae,APG4
Verbena,A,Verbenaceae,APG4
Verbenoxylum,A,Verbenaceae,APG4
Verbesina,A,Asteraceae,APG4
Verdcourtia,A,Fabaceae,APG4
Verdesmum,A,Fabaceae,APG4
Vereia,A,Crassulaceae,APG4
Verena,A,Scrophulariaceae,APG4
Verhuellia,A,Piperaceae,APG4
Verinea,A,Poaceae,APG4
Verlangia,A,Sapotaceae,APG4
Verlotia,A,Apocynaceae,APG4
Vermifrux,A,Fabaceae,APG4
Vernasolis,A,Asteraceae,APG4
Vernicia,A,Euphorbiaceae,APG4
Vernonanthura,A,Asteraceae,APG4
Vernonella,A,Asteraceae,APG4
Vernonia,A,Asteraceae,APG4
Vernoniastrum,A,Asteraceae,APG4
Vernonieae,A,Asteraceae,APG4
Vernoniopsis,A,Asteraceae,APG4
Veronica,A,Plantaginaceae,APG4
Veronicastrum,A,Plantaginaceae,APG4
Verreauxia,A,Goodeniaceae,APG4
Verrucifera,A,Aizoaceae,APG4
Verrucularia,A,Malpighiaceae,APG4
Verrucularina,A,Malpighiaceae,APG4
Verschaffeltia,A,Arecaceae,APG4
Versteegia,A,Rubiaceae,APG4
Verticillaria,A,Clusiaceae,APG4
Verticordia,A,Myrtaceae,APG4
Verulamia,A,Rubiaceae,APG4
Verutina,A,Asteraceae,APG4
Verzinum,A,Fabaceae,APG4
Vesalea,A,Caprifoliaceae,APG4
Veselskya,A,Brassicaceae,APG4
Veseyochloa,A,Poaceae,APG4
Vesicarex,A,Cyperaceae,APG4
Vesicaria,A,Brassicaceae,APG4
Vesicisepalum,A,Orchidaceae,APG4
Vesiculina,A,Lentibulariaceae,APG4
Vesper,A,Apiaceae,APG4
Vesquella,A,Dipterocarpaceae,APG4
Vesselowskya,A,Cunoniaceae,APG4
Vesta,A,Araceae,APG4
Vestia,A,Solanaceae,APG4
Vetiveria,A,Poaceae,APG4
Vetrix,A,Salicaceae,APG4
Vexatorella,A,Proteaceae,APG4
Vexibia,A,Fabaceae,APG4
Vexillabium,A,Orchidaceae,APG4
Vexillifera,A,Fabaceae,APG4
Veyretella,A,Orchidaceae,APG4
Veyretia,A,Orchidaceae,APG4
Vibexia,A,Fabaceae,APG4
Vibo,A,Polygonaceae,APG4
Viborquia,A,Fabaceae,APG4
Viburnum,A,Adoxaceae,APG4
Vicarya,A,Apocynaceae,APG4
Vicatia,A,Apiaceae,APG4
Vicentia,A,Combretaceae,APG4
Vicia,A,Fabaceae,APG4
Vicilla,A,Fabaceae,APG4
Vicinia,A,Asteraceae,APG4
Vicioides,A,Fabaceae,APG4
Vickia,A,Asteraceae,APG4
Vickifunkia,A,Asteraceae,APG4
Vicoa,A,Asteraceae,APG4
Victoria,A,Nymphaeaceae,APG4
Victorinia,A,Euphorbiaceae,APG4
Vidalasia,A,Rubiaceae,APG4
Vidalia,A,Calophyllaceae,APG4
Vidoricum,A,Sapotaceae,APG4
Vieillardia,A,Nyctaginaceae,APG4
Vieillardorchis,A,Orchidaceae,APG4
Vieraea,A,Asteraceae,APG4
Viereckia,A,Asteraceae,APG4
Vierhapperia,A,Asteraceae,APG4
Vieria,A,Asteraceae,APG4
Vietnamia,A,Apocynaceae,APG4
Vietnamocalamus,A,Poaceae,APG4
Vietnamocasia,A,Araceae,APG4
Vietnamochloa,A,Poaceae,APG4
Vietnamosasa,A,Poaceae,APG4
Vietorchis,A,Orchidaceae,APG4
Vietsenia,A,Melastomataceae,APG4
Vieusseuxia,A,Iridaceae,APG4
Vigethia,A,Asteraceae,APG4
Vigia,A,Euphorbiaceae,APG4
Vigieria,A,Escalloniaceae,APG4
Vigna,A,Fabaceae,APG4
Vignaldia,A,Rubiaceae,APG4
Vignaudia,A,Rubiaceae,APG4
Vignea,A,Cyperaceae,APG4
Vignopsis,A,Fabaceae,APG4
Vigolina,A,Asteraceae,APG4
Viguiera,A,Asteraceae,APG4
Viguieranthus,A,Fabaceae,APG4
Viguierella,A,Poaceae,APG4
Vilfa,A,Poaceae,APG4
Vilfagrostis,A,Poaceae,APG4
Villadia,A,Crassulaceae,APG4
Villamilla,A,Petiveriaceae,APG4
Villamillia,A,Petiveriaceae,APG4
Villanova,A,Asteraceae,APG4
Villaresia,A,Cardiopteridaceae,APG4
Villaresiopsis,A,Cardiopteridaceae,APG4
Villaria,A,Rubiaceae,APG4
Villarrealia,A,Apiaceae,APG4
Villarsia,A,Menyanthaceae,APG4
Villasenoria,A,Asteraceae,APG4
Villebrunea,A,Urticaceae,APG4
Villocuspis,A,Sapotaceae,APG4
Villouratea,A,Ochnaceae,APG4
Vilmorinia,A,Fabaceae,APG4
